000;4439;0;20200725083029;0;1
000;3504;0;20200725083320;0;2
000;3876;0;20200725083340;0;2
000;18671;0;20200725083348;0;1
000;4294;0;20200725083402;0;2
000;4294907591;0;20200725083425;0;2
000;11998;0;20200725083459;0;2
000;7393;0;20200725083511;0;2
000;19834;0;20200725083535;0;2
000;6031;0;20200725083549;0;2
000;3643;0;20200725120106;0;2
000;13595;0;20200725120111;0;1
000;8115;0;20200725120145;0;2
000;3802;0;20200725120234;0;1
000;3277;0;20200725120248;0;2
000;3861;0;20200725121047;0;2
019;239236;0;20200725122119;0;1
050;188137;0;20200725122617;0;1
023;180811;0;20200725123018;0;1
075;156985;0;20200725123401;0;1
099;206593;0;20200725123819;0;1
048;222411;0;20200725124259;0;1
096;150092;0;20200725124628;0;1
087;179125;0;20200725124957;0;1
061;64554;0;20200725125138;0;1
077;223481;0;20200725125559;0;1
015;224048;0;20200725130028;0;1
047;195043;0;20200725130416;0;1
055;227587;0;20200725130835;0;1
035;189191;0;20200725131215;0;1
043;218655;0;20200725131633;0;1
056;153404;0;20200725131935;0;1
017;219796;0;20200725132344;0;1
029;203482;0;20200725132804;0;1
011;198178;0;20200725133153;0;1
025;190731;0;20200725133532;0;1
039;200190;0;20200725133921;0;1
098;158969;0;20200725134228;0;1
013;176428;0;20200725134601;0;1
064;161230;0;20200725134905;0;1
038;182354;0;20200725135240;0;1
014;155983;0;20200725135539;0;1
033;159471;0;20200725135837;0;1
097;161074;0;20200725140143;0;1
042;160320;0;20200725140451;0;1
034;158116;0;20200725140757;0;1
067;157741;0;20200725141055;0;1
072;168885;0;20200725141406;0;1
066;164457;0;20200725141716;0;1
004;150868;0;20200725142014;0;1
026;152399;0;20200725142334;0;1
003;163210;0;20200725142645;0;1
090;154006;0;20200725142943;0;1
002;148382;0;20200725143255;0;1
000;2556;0;20200725143424;0;1
069;143928;0;20200725143717;0;1
062;141456;0;20200725144014;0;1
040;144013;0;20200725144311;0;1
031;141181;0;20200725144620;0;1
012;153713;0;20200725144923;0;1
059;150017;0;20200725145222;0;1
020;138383;0;20200725145507;0;1
024;66684;0;20200725145658;0;1
032;144720;0;20200725145949;0;1
068;132477;0;20200725150234;0;1
007;144441;0;20200725150536;0;1
086;126825;0;20200725150802;0;1
095;178994;0;20200725151204;0;1
021;131481;0;20200725151446;0;1
000;2965;0;20200725154826;0;1
000;3091;0;20200725154837;0;2
000;2912;0;20200725154920;0;2
000;2798;0;20200725154931;0;1
019;231208;0;20200725155505;0;1
023;186121;0;20200725155834;0;1
075;164193;0;20200725160157;0;1
099;197277;0;20200725160540;0;1
048;165456;0;20200725160902;0;1
096;145981;0;20200725161201;0;1
087;158612;0;20200725161506;0;1
061;194449;0;20200725161901;0;1
077;210278;0;20200725162250;0;1
015;195440;0;20200725162629;0;1
047;188628;0;20200725163001;0;1
055;192638;0;20200725163353;0;1
035;190535;0;20200725163733;0;1
043;205923;0;20200725164137;0;1
056;157212;0;20200725164446;0;1
017;214343;0;20200725164852;0;1
029;256629;0;20200725165348;0;1
011;208313;0;20200725165737;0;1
025;198071;0;20200725170116;0;1
030;173526;0;20200725170440;0;1
030;166760;0;20200725170744;0;1
098;186500;0;20200725171122;0;1
013;168850;0;20200725171428;0;1
064;207187;0;20200725171815;0;1
038;11439;0;20200725171903;0;1
038;192507;0;20200725172533;0;1
014;167219;0;20200725172851;0;1
033;172045;0;20200725173213;0;1
097;179860;0;20200725173539;0;1
042;166320;0;20200725173855;0;1
034;86407;0;20200725174049;0;1
067;176003;0;20200725174422;0;1
072;164078;0;20200725174730;0;1
066;162635;0;20200725175039;0;1
004;150986;0;20200725175340;0;1
026;153991;0;20200725175649;0;1
003;173250;0;20200725180006;0;1
090;144570;0;20200725180256;0;1
002;162101;0;20200725180618;0;1
062;162675;0;20200725180931;0;1
069;165584;0;20200725181259;0;1
040;158987;0;20200725181608;0;1
031;152522;0;20200725181911;0;1
012;153604;0;20200725182216;0;1
059;162264;0;20200725182527;0;1
020;158154;0;20200725182848;0;1
024;145859;0;20200725183147;0;1
032;146528;0;20200725183445;0;1
068;141267;0;20200725183732;0;1
007;145512;0;20200725184027;0;1
086;134824;0;20200725184325;0;1
095;137910;0;20200725184619;0;1
021;134624;0;20200725184858;0;1
030;29458;0;20200725185123;0;1
